Time,pt0_ux,pt0_uy,pt0_uz,pt1_ux,pt1_uy,pt1_uz,pt2_ux,pt2_uy,pt2_uz,pt3_ux,pt3_uy,pt3_uz,pt4_ux,pt4_uy,pt4_uz,pt5_ux,pt5_uy,pt5_uz,pt6_ux,pt6_uy,pt6_uz,pt7_ux,pt7_uy,pt7_uz,pt8_ux,pt8_uy,pt8_uz,pt9_ux,pt9_uy,pt9_uz
452.75,-0.00011600556086394268,4.6172583854833036e-05,1.539713393825638e-12,0.00011588307845683507,-4.6338756740505046e-05,1.5488911892716688e-12,-0.00011672863940408417,4.5705570695228356e-05,-4.3780069001641964e-13,0.00011665235681263793,-4.588143022664649e-05,-4.161133055449231e-13,-0.00011650062986891604,5.0290080081265236e-05,2.1665422524601432e-13,0.00011779429460619033,-4.771466670184859e-05,4.205452821159005e-13,-0.00011736268583639463,4.888398848773487e-05,1.5474942903430502e-07,0.00011729123652393894,-4.9056501571461426e-05,1.5493058091937076e-07,-7.320564354755925e-05,4.4408022703699285e-05,-2.751310847401003e-12,7.226960844077866e-05,-4.441665100502185e-05,-2.8619523690238423e-12
453.0,-0.00010493520396412497,4.0823764998141784e-05,3.712836339634863e-12,0.00010482417936394782,-4.096277699151405e-05,3.722161780399854e-12,-0.0001032517161091824,3.943651819312864e-05,-3.831923364547291e-12,0.00010318719061446532,-3.958500793231582e-05,-3.8123775460822006e-12,-0.0001103882538753944,4.709680142608526e-05,-3.5995837439688227e-13,0.00011142141848606304,-4.507220328516255e-05,-1.5704129142706994e-13,-0.00011115408915059428,4.599686257401083e-05,-1.4997020092086208e-07,0.00011109455303521169,-4.614362078441798e-05,-1.4996649272859764e-07,-7.154620726962647e-05,4.291402971077272e-05,-2.2109798707113725e-12,7.07604599924464e-05,-4.292166984980044e-05,-2.2992332192278197e-12
453.25,-9.415767477262945e-05,3.559049724759312e-05,6.042167908373909e-12,9.4055815664744e-05,-3.571758179223441e-05,6.051893049446541e-12,-8.993661926210457e-05,3.3234608427236877e-05,-7.341485875039609e-12,8.987693506882809e-05,-3.337048807784122e-05,-7.326779568545914e-12,-0.00010446685285218259,4.402411169875761e-05,-8.80341037370157e-13,0.00010524520803695905,-4.250235905558222e-05,-6.778751021553341e-13,-0.00010514170493807241,4.319926314360006e-05,-4.2448127465835584e-07,0.00010508724814621037,-4.333496989940263e-05,-4.246916475759398e-07,-6.953767127829842e-05,4.132949963838246e-05,-1.8010909821415677e-12,6.887275457891632e-05,-4.136100353559689e-05,-1.881990683887244e-12
453.5,-8.391002695635939e-05,3.057551543864422e-05,8.63444679703136e-12,8.38150145109258e-05,-3.0698740321836444e-05,8.644843878653313e-12,-7.691198922323166e-05,2.716330571277429e-05,-1.108676574851736e-11,7.685319574827447e-05,-2.7294446768549686e-05,-1.1079008353777966e-11,-9.900763346632975e-05,4.1199427169904555e-05,-1.3344715597761592e-12,9.955143073919774e-05,-4.0124938690968695e-05,-1.1323873560676548e-12,-9.96142737442431e-05,4.062316737875213e-05,-6.633070401058002e-07,9.956117980990956e-05,-4.0755291814548036e-05,-6.636684078181339e-07,-6.74250637034017e-05,3.975379534543595e-05,-1.4714812463519649e-12,6.683121489149036e-05,-3.981245249783068e-05,-1.5422157014780993e-12
453.75,-8.316595386151586e-05,3.027322593520763e-05,8.182305299599705e-12,8.307785910987775e-05,-3.0397862150071126e-05,8.190956341172286e-12,-7.652413575149543e-05,2.6981761594941607e-05,-1.0566099910827908e-11,7.646542032363834e-05,-2.7113356891618332e-05,-1.0569390063245763e-11,-9.702986834698093e-05,4.0313950281718785e-05,-1.2466807138553216e-12,9.758603385924913e-05,-3.9170810169097214e-05,-1.0449087994079188e-12,-9.766494746156621e-05,3.9713412797472485e-05,-6.155569037831819e-07,9.76117227014074e-05,-3.984594562577795e-05,-6.159927759534726e-07,-6.587488975092313e-05,3.874342163422625e-05,-1.3319510862183156e-12,6.535086128743589e-05,-3.882915079938292e-05,-1.4087564944174852e-12
454.0,-8.2007556294998e-05,2.9788225742096443e-05,7.620783027233088e-12,8.192574594587436e-05,-2.9915685973167186e-05,7.627632553474881e-12,-7.589977543384966e-05,2.668906049502422e-05,-9.89015508348706e-12,7.584034182370243e-05,-2.682237373502881e-05,-9.901719999898256e-12,-9.512514892837966e-05,3.942515283668224e-05,-1.2155466403028133e-12,9.566640008269018e-05,-3.8275585445829736e-05,-1.0140958636137849e-12,-9.575917258944873e-05,3.882336656761176e-05,-5.988323442354089e-07,9.570520357782328e-05,-3.895731024908882e-05,-5.9931722295476e-07,-6.457379120231724e-05,3.787730673838332e-05,-1.2238010674940774e-12,6.409227548848642e-05,-3.7982736912594913e-05,-1.3081887244273232e-12
455.0,-7.873400728405457e-05,2.8414820238884808e-05,6.081062919258803e-12,7.866000875828687e-05,-2.854842130489023e-05,6.084738241620901e-12,-7.412729889104369e-05,2.585844356505038e-05,-7.932060752679766e-12,7.406564875712607e-05,-2.5996164792161023e-05,-7.954899485296086e-12,-8.963936816588923e-05,3.686856688832386e-05,-1.0791352223777392e-12,9.013530827487663e-05,-3.569323122214346e-05,-8.781900140848162e-13,-9.02391594056926e-05,3.6245614824925695e-05,-5.263272680275172e-07,9.018279408691432e-05,-3.638335374519528e-05,-5.268728015795982e-07,-6.082044764504548e-05,3.535991271520222e-05,-9.964380765814363e-13,6.038777016729389e-05,-3.5492257447500315e-05,-1.0959891617411876e-12
460.0,-7.190450250525623e-05,2.555470460729698e-05,2.964233594584309e-12,7.183268385130329e-05,-2.568643921406847e-05,2.9684072908398483e-12,-7.041501351242201e-05,2.4126808276324336e-05,-3.652492607977071e-12,7.035447440376875e-05,-2.4262174112016636e-05,-3.661022643501929e-12,-7.727522817437746e-05,3.1143562196919006e-05,-6.274923660552785e-13,7.769155091011711e-05,-2.984819008555129e-05,-4.2661885114391455e-13,-7.774557992193125e-05,3.0419428746180294e-05,-2.8650129123919676e-07,7.76892569701669e-05,-3.055455644704187e-05,-2.8689238534298245e-07,-5.229814794228245e-05,2.954048804111871e-05,-7.011226065795033e-13,5.190706675248596e-05,-2.9665832741078355e-05,-7.96519319088292e-13
470.0,-6.812798563556135e-05,2.3978823811692623e-05,1.317678737249163e-12,6.806483088631657e-05,-2.4095728103191958e-05,1.3223864078142914e-12,-6.835177518326488e-05,2.3173062787501747e-05,-1.1638053379018345e-12,6.829925115449754e-05,-2.3293395611969997e-05,-1.163343263639326e-12,-6.982197718211388e-05,2.772661140527776e-05,-2.7861425249655614e-13,7.022823234794728e-05,-2.6308643525659836e-05,-7.77393848260257e-14,-7.019688010428423e-05,2.6907601640050356e-05,-1.0089366624181563e-07,7.014759057853176e-05,-2.7028097810063318e-05,-1.0117819099172363e-07,-4.727109884695697e-05,2.5856860512084787e-05,-5.871649833766353e-13,4.6975394924986875e-05,-2.596628831561876e-05,-6.561733604285793e-13
480.0,-6.700140350961715e-05,2.3509739749023842e-05,8.446249006227013e-13,6.694354101187628e-05,-2.3618988436346752e-05,8.491878103939462e-13,-6.773330241201559e-05,2.2889202241741543e-05,-3.975598997593139e-13,6.768518289032397e-05,-2.300173390625975e-05,-3.9594322163840753e-13,-6.747165789643348e-05,2.6655226859820302e-05,-1.552329722226948e-13,6.788887549324723e-05,-2.5192777067028506e-05,4.558214329425251e-14,-6.781333357430778e-05,2.580048167323735e-05,-3.512739686546482e-08,6.776802372994807e-05,-2.591348754178506e-05,-3.5389704799532146e-08,-4.5841549236847704e-05,2.4641495440343905e-05,-5.518827003475408e-13,4.561162490373782e-05,-2.4745155336706776e-05,-6.078009364117931e-13
500.0,-6.637985358035807e-05,2.3250649266038322e-05,5.870467445181321e-13,6.632597960364737e-05,-2.335541121777288e-05,5.914877553256017e-13,-6.73905805808288e-05,2.2732115475574854e-05,2.9295475789613636e-14,6.73455430621433e-05,-2.2840042470173488e-05,3.1382982204246464e-14,-6.613041514057661e-05,2.6043617215906725e-05,-8.433327523322006e-14,6.656572972010743e-05,-2.4561459807337134e-05,1.16439977691708e-13,-6.645398345559396e-05,2.5169092152875682e-05,2.7733465779828032e-09,6.641139970063691e-05,-2.5277818802383374e-05,2.5258002524431356e-09,-4.525094248038765e-05,2.3913936725057567e-05,-5.150660928672348e-13,4.5092232493522286e-05,-2.4014740305912104e-05,-5.6185763389207e-13
550.0,-6.62189190220517e-05,2.3180419293720338e-05,5.136206692644256e-13,6.616484793287115e-05,-2.3288968067432028e-05,5.180805422688609e-13,-6.730127080706824e-05,2.2688258859764075e-05,1.337104389787545e-13,6.725547749427136e-05,-2.2799922043836972e-05,1.36200225466359e-13,-6.576962217171257e-05,2.5873083687884592e-05,-7.317314578707412e-14,6.622257844815066e-05,-2.4403236346774654e-05,1.2760267611649323e-13,-6.609267349682332e-05,2.4998177110288156e-05,8.8681059378656e-09,6.604907759943529e-05,-2.511089042368317e-05,8.63404034183592e-09,-4.5426289812987534e-05,2.368659376346088e-05,-4.690666569820983e-13,4.532269202550175e-05,-2.3790536551308155e-05,-5.13679264976643e-13
600.0,-6.623391161973136e-05,2.3183058387415526e-05,5.141887176350593e-13,6.617761746261091e-05,-2.3297625923828045e-05,5.186796692749168e-13,-6.73095830517533e-05,2.268853740874221e-05,1.1881040099977525e-13,6.726145287222757e-05,-2.2806216019547964e-05,1.2143165326323732e-13,-6.579815225031161e-05,2.5880537879114993e-05,-8.044511906204669e-14,6.62571987549304e-05,-2.4425018108081363e-05,1.2033895919950708e-13,-6.612489206956926e-05,2.5009518086851005e-05,5.046627217977178e-09,6.607886070092854e-05,-2.5128327585507634e-05,4.8177178750031e-09,-4.5642150790962495e-05,2.3683436555726146e-05,-4.4527358575873153e-13,4.555397295097235e-05,-2.379207541926984e-05,-4.912548876263011e-13
650.0,-6.625583735687809e-05,2.3189106890965857e-05,5.200341347801227e-13,6.619734083514437e-05,-2.3308925533207415e-05,5.245336961842682e-13,-6.732191377400505e-05,2.2691130604905797e-05,1.015810148427718e-13,6.72715785663593e-05,-2.2814064238103256e-05,1.0419932729208218e-13,-6.584385771486572e-05,2.5897371539895227e-05,-8.587119185058962e-14,6.630473450037175e-05,-2.4451569331994564e-05,1.1491512648397658e-13,-6.6173196304523e-05,2.502885199767865e-05,2.1695121831951763e-09,6.61249118296904e-05,-2.515294202335345e-05,1.9418633178892833e-09,-4.576372901732874e-05,2.369783164956791e-05,-4.3316443720819485e-13,4.5678316117456436e-05,-2.3810621571911448e-05,-4.807952980340369e-13
700.0,-6.626846171648431e-05,2.319203787036991e-05,5.235898776136395e-13,6.620824839753237e-05,-2.331578281265331e-05,5.280842841077978e-13,-6.73291123066239e-05,2.2692120636063688e-05,9.212350073053467e-14,6.727708176102646e-05,-2.2818984344398584e-05,9.468593024033984e-14,-6.586985195976867e-05,2.5906536421265357e-05,-8.865567261999626e-14,6.633114909240288e-05,-2.446679819040895e-05,1.1212949263175338e-13,-6.620070180252943e-05,2.5039297392367302e-05,6.867284287936699e-10,6.615069520224158e-05,-2.5167324227186252e-05,4.5871931006338827e-10,-4.582517776275035e-05,2.370561438111855e-05,-4.269480422613451e-13,4.5738877286863436e-05,-2.3821552845923284e-05,-4.759117238236293e-13
713.0,-6.627109804662722e-05,2.3192582214997883e-05,5.243328516713751e-13,6.62104740666586e-05,-2.3317257799402506e-05,5.28825332049363e-13,-6.733062553000832e-05,2.26922649050228e-05,9.017997220275733e-14,6.727819052970615e-05,-2.2820060165877738e-05,9.272599912868913e-14,-6.587523275567848e-05,2.590837175178674e-05,-8.922126432756012e-14,6.633657815624691e-05,-2.446999435253904e-05,1.1156345856008589e-13,-6.620641062689916e-05,2.5041395448401526e-05,3.8502656565958277e-10,6.61559937019696e-05,-2.5170354744798645e-05,1.5685574489538953e-10,-4.583786607451085e-05,2.370710812988059e-05,-4.2564455827740075e-13,4.5751192186987566e-05,-2.3823796525901977e-05,-4.749295441551155e-13
750.0,-6.627528634659079e-05,2.3193131457496926e-05,5.254716361429295e-13,6.621377282539864e-05,-2.3319797244621538e-05,5.299566564598753e-13,-6.733306909513674e-05,2.2692202503923168e-05,8.719501453466719e-14,6.727976137957422e-05,-2.2821989894154924e-05,8.969198734287013e-14,-6.588350713614016e-05,2.5910884169707407e-05,-9.009444662325713e-14,6.634485493815788e-05,-2.4475183863278317e-05,1.1068860118876939e-13,-6.621530373724522e-05,2.5044336748357426e-05,-8.207390837821859e-11,6.616400287244096e-05,-2.517528813332057e-05,-3.109056307850852e-10,-4.5859624938266984e-05,2.3708575924040877e-05,-4.2336092878643213e-13,4.577167744657241e-05,-2.3826880110676638e-05,-4.733525026372815e-13
800.0,-6.62780074685629e-05,2.319316093784466e-05,5.261384661227598e-13,6.621567517168567e-05,-2.3321644264979134e-05,5.306146174063901e-13,-6.733469135007027e-05,2.2691860322363117e-05,8.533345374278782e-14,6.72805818950506e-05,-2.2823466936229338e-05,8.777742095507447e-14,-6.588855439204523e-05,2.5912078000591685e-05,-9.06672123380444e-14,6.634993583141298e-05,-2.4478699718626656e-05,1.1011380919087806e-13,-6.622089734160838e-05,2.504584405576511e-05,-3.883581608717762e-10,6.616878516901635e-05,-2.517861364486711e-05,-6.17985158675419e-10,-4.58773476885557e-05,2.3708236779256084e-05,-4.2154855360220665e-13,4.57879536361537e-05,-2.382802777983161e-05,-4.721999691345143e-13
850.0,-6.62793570147168e-05,2.319297307777437e-05,5.264058198313298e-13,6.62164734608429e-05,-2.3322675531041473e-05,5.308752217264685e-13,-6.733551160313923e-05,2.2691505289641447e-05,8.444239689739035e-14,6.728086274052542e-05,-2.2824332113043376e-05,8.684809095801084e-14,-6.589080425413434e-05,2.5912381803778154e-05,-9.097387106069606e-14,6.635231601939974e-05,-2.448054582428916e-05,1.0980554892565548e-13,-6.622354755283037e-05,2.504634098806938e-05,-5.508473830063958e-10,6.61708896728105e-05,-2.5180330047994336e-05,-7.810743919722066e-10,-4.588986355113479e-05,2.3706937901543322e-05,-4.2037856230902776e-13,4.5799398404249146e-05,-2.3827732632809336e-05,-4.714782461242504e-13
